player,org,agents,rounds,average_combat_score,kill_deaths,kast,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
Hannah,GEN.B,"sage,viper,killjoy",479,228.7,1.23,76,150.8,0.82,0.25,0.10,0.07,23,14
mindle,ODDI,"raze,neon,jett",461,228.7,1.11,73,148.5,0.78,0.20,0.20,0.15,23,11
guuih,Rise,"cypher,viper,killjoy",297,228.6,1.12,72,147.3,0.79,0.21,0.06,0.06,23,15
jonba,19,"sova,skye,breach",358,228.6,1.16,75,155.4,0.76,0.29,0.08,0.08,28,20
nAts,M3C,"cypher,viper,astra",286,228.6,1.27,71,146.9,0.81,0.28,0.06,0.08,32,31
Kaephrodite,SMG,"chamber,viper,killjoy",475,228.6,1.31,79,149.4,0.81,0.25,0.09,0.08,17,14
tixx,BOBO,"brimstone,viper,astra",397,228.4,1.15,77,149.2,0.79,0.44,0.09,0.06,28,4
RgLMeister,ING,"viper,omen,astra",403,228.4,1.35,76,152.4,0.83,0.27,0.04,0.05,23,27
BuZz,DRX,"brimstone,chamber,astra",647,228.3,1.21,73,147.6,0.80,0.27,0.14,0.12,27,17
Yacine,TUN,"raze,neon,jett",341,228.2,0.97,67,147.4,0.74,0.20,0.21,0.20,24,
Attention,GFN,"viper,jett",289,228.1,1.11,73,150.2,0.78,0.18,0.15,0.11,26,7
Alluka,Alluka,"raze,reyna,neon",245,228.1,1.42,72,151.7,0.83,0.20,0.10,0.08,21,11
Kinguyen,HEET,"raze,skye,jett",320,228.0,1.19,75,146.1,0.82,0.20,0.13,0.15,24,30
Exalt,PK.A,"kayo,raze,skye",377,228.0,1.10,75,147.3,0.78,0.33,0.13,0.10,26,9
psy,M42,"kayo,jett,breach",431,228.0,1.06,68,149.2,0.77,0.24,0.15,0.13,25,11
Lmemore,ONIC,"chamber,sova,viper",359,227.9,1.10,71,148.1,0.80,0.24,0.13,0.10,34,5
high,high,"raze,jett",265,227.8,1.19,74,145.5,0.81,0.16,0.19,0.15,27,18
vxzq,vxzq,"chamber,sage,jett",295,227.8,1.10,67,154.0,0.85,0.16,0.14,0.12,25,14
Luzuh,MOUZ,"chamber,jett",293,227.8,1.20,70,144.1,0.83,0.13,0.18,0.17,21,13
Julia,IMT,"chamber,jett",708,227.6,1.28,73,143.2,0.82,0.12,0.16,0.11,34,14
Gcxxi,Gcxxi,"raze,chamber,jett",330,227.5,1.03,66,152.9,0.79,0.24,0.14,0.12,24,7
BerserX,BME,"raze,jett",525,227.5,1.14,72,144.1,0.79,0.17,0.19,0.14,21,20
Scho1ar,O2,"chamber,viper,killjoy",345,227.4,1.05,72,148.6,0.79,0.22,0.09,0.10,22,13
BEAST,6K,sova,202,227.4,1.32,77,145.5,0.79,0.30,0.10,0.04,28,18
jovahnii,CD,"kayo,raze,skye",883,227.3,1.08,73,145.8,0.79,0.37,0.12,0.11,23,21
PaRaDoXks,TR,"chamber,jett,omen",486,227.2,1.06,66,144.5,0.78,0.23,0.11,0.12,28,10
Rb,DRX,"raze,sage,jett",647,227.2,1.18,71,140.1,0.79,0.17,0.19,0.17,23,25
Ellie,XSET,"brimstone,chamber,sova",289,227.1,1.17,73,140.7,0.79,0.20,0.09,0.08,27,24
Isla,DART,"raze,skye,jett",819,226.8,1.04,68,147.1,0.79,0.16,0.16,0.16,34,19
Dinxx,Insi,"raze,jett",346,226.7,1.14,69,149.2,0.83,0.10,0.15,0.13,28,13
Biel,KG,"kayo,sova",265,226.7,1.31,77,153.9,0.82,0.31,0.08,0.05,31,17
Jazzyk1ns,C9W,"raze,jett",425,226.5,1.20,75,148.7,0.78,0.20,0.16,0.14,22,13
al0rante,MOUZ,"kayo,reyna,skye",293,226.5,0.97,65,139.5,0.78,0.22,0.14,0.15,41,38
Lynn,GEN.B,"raze,jett,breach",479,226.5,0.97,68,146.8,0.77,0.21,0.19,0.20,19,28
Lex,NMG,"raze,jett",452,226.5,1.06,67,147.1,0.80,0.17,0.13,0.13,21,14
Vernina,MSF,"chamber,viper,killjoy",312,226.4,1.13,72,148.3,0.82,0.20,0.10,0.13,26,20
juseu,BDS,jett,424,226.4,1.17,70,140.3,0.83,0.12,0.17,0.18,28,29
Bangnan,DK,"reyna,jett",269,226.4,1.07,65,152.4,0.78,0.19,0.12,0.12,34,9
Tkaz,LT,"kayo,chamber,skye",534,226.4,1.22,75,149.2,0.84,0.22,0.09,0.07,27,10
JinNy,X10F,"reyna,skye,jett",647,226.3,1.25,75,144.3,0.78,0.30,0.09,0.06,23,17
mummAy,NYFU,"chamber,sage,jett",447,226.3,1.13,74,142.7,0.79,0.19,0.17,0.12,25,29
Daicute,CES,"chamber,reyna,killjoy",537,226.3,1.07,72,150.3,0.78,0.18,0.12,0.11,21,8
kvmilhvh,WATA,"raze,sova,reyna",455,226.2,1.02,74,147.5,0.75,0.27,0.10,0.10,21,10
sae,PK.A,"raze,chamber,jett",547,226.1,1.12,70,142.1,0.80,0.16,0.21,0.17,20,18
ColdFish,ColdFish,"chamber,sova,viper",771,226.1,1.16,74,151.8,0.77,0.29,0.10,0.08,20,11
K1LLERS,FCY,"kayo,raze,jett",541,226.1,1.09,73,146.8,0.79,0.21,0.17,0.15,30,18
uNKOE,OG,"cypher,viper,killjoy",307,226.0,1.14,74,145.8,0.79,0.26,0.13,0.09,21,21
ARIANARCHIST,XSET,"kayo,jett,breach",518,225.8,1.06,73,146.6,0.77,0.32,0.15,0.12,19,20
runi,ZMM.B,"sova,breach",826,225.6,1.16,75,151.3,0.76,0.38,0.09,0.06,26,19
Dazlly,01,"sova,viper,killjoy",350,225.5,1.06,69,155.1,0.76,0.27,0.09,0.07,23,19
Bape,Tita,"raze,jett",366,225.4,0.98,64,143.1,0.79,0.16,0.20,0.23,23,14
LunaFox,MSF,"sova,viper",359,225.3,1.02,72,155.7,0.72,0.45,0.08,0.08,24,21
Vasili,GG,"raze,jett",353,225.2,1.01,66,141.7,0.77,0.15,0.20,0.17,23,8
sens3i,LE,jett,366,225.0,1.04,62,145.1,0.80,0.13,0.18,0.17,28,21
azys,azys,"chamber,reyna,jett",543,225.0,1.04,66,146.1,0.79,0.15,0.19,0.16,30,21
Zap,Trys,"raze,jett",508,224.9,1.04,72,145.1,0.76,0.20,0.17,0.16,21,5
Nartzie,Team,"chamber,sova,viper",393,224.9,1.03,69,145.4,0.76,0.25,0.10,0.05,22,15
Asuna,100T,"raze,reyna,jett",594,224.8,1.03,71,148.5,0.77,0.24,0.16,0.16,21,21
BoomCS,PAWN,"chamber,omen",297,224.8,1.20,71,146.5,0.80,0.13,0.14,0.10,27,12
SpringMo,CBT,"raze,jett",387,224.8,0.95,65,144.3,0.75,0.15,0.18,0.14,32,19
Chronicle,M3C,"brimstone,chamber,killjoy",286,224.7,1.10,74,146.0,0.74,0.32,0.13,0.12,22,14
vo0kashu,RBLS,"cypher,viper,killjoy",588,224.7,1.29,78,150.0,0.77,0.29,0.07,0.07,25,18
Lin,YFP,"raze,chamber,jett",639,224.7,1.10,69,144.1,0.79,0.19,0.16,0.15,17,11
ExiT,01,"raze,jett,astra",350,224.6,1.11,70,142.2,0.77,0.24,0.11,0.09,20,6
YaBoiLewis,FKS,"kayo,raze,jett",553,224.6,1.04,71,145.3,0.76,0.25,0.15,0.13,36,8
Valkorini,ZØ,"raze,phoenix,reyna",295,224.4,1.01,68,146.6,0.82,0.11,0.16,0.14,35,9
kiNgg,LEV,"kayo,raze,breach",443,224.4,1.20,76,146.8,0.77,0.29,0.12,0.09,20,19
Lorri,SR,"kayo,skye,jett",612,224.4,1.07,74,141.3,0.77,0.29,0.10,0.09,21,12
Laz,ZETA,"chamber,viper,killjoy",762,224.4,1.12,72,145.3,0.77,0.24,0.15,0.12,25,12
Spaz,TMA,"raze,sova,viper",408,224.3,1.14,72,149.4,0.80,0.37,0.09,0.09,22,16
Remoy,HEET,"reyna,killjoy,breach",320,224.2,1.25,73,144.8,0.82,0.20,0.09,0.09,25,14
Nhatthong2k,BAAM,"raze,jett",455,224.2,0.98,65,146.0,0.76,0.19,0.20,0.16,21,3
Mickebwoy,BDS,"sova,sage,breach",424,224.2,1.21,78,145.0,0.78,0.32,0.05,0.04,24,18
deNaro,MIBR,"sova,skye,breach",364,223.9,1.39,75,142.8,0.82,0.29,0.07,0.05,25,25
Busterrr,Medal,"raze,chamber,killjoy",624,223.9,1.06,70,149.9,0.78,0.21,0.10,0.11,26,16
CTC,LOS,"raze,neon",453,223.9,1.05,70,148.2,0.75,0.24,0.17,0.16,16,18
circu,GG,"sage,skye,breach",353,223.9,1.18,69,148.0,0.82,0.23,0.11,0.07,44,30
cinnamon,GUILD,"brimstone,sova,breach",246,223.8,1.35,79,149.3,0.81,0.45,0.08,0.05,27,21
crasyee,crasyee,"sova,sage,jett",207,223.8,1.01,72,144.0,0.78,0.23,0.16,0.13,13,27
Freed0m,Freed0m,"phoenix,reyna,jett",214,223.7,0.91,68,145.2,0.74,0.20,0.15,0.15,20,7
Ridder,BGN,"raze,jett",317,223.6,0.98,74,139.4,0.78,0.15,0.21,0.17,23,5
nAny,nAny,"sova,sage,skye",461,223.4,1.26,78,147.9,0.77,0.39,0.08,0.07,23,23
Mited,6K,"kayo,raze,reyna",226,223.3,1.09,80,146.9,0.77,0.40,0.12,0.08,23,13
dodo,dodo,"raze,jett",328,223.0,1.14,70,141.3,0.82,0.15,0.15,0.15,24,28
saiko,AWAR,"sage,skye,jett",594,222.9,1.00,69,141.5,0.76,0.21,0.17,0.14,24,9
k1Ng,TE,"cypher,raze,killjoy",690,222.8,1.08,69,150.0,0.77,0.20,0.13,0.11,27,20
zyad,RAAD,"raze,jett",336,222.8,1.11,69,144.8,0.79,0.18,0.20,0.18,19,6
Paincakes,Akre,"raze,sova,skye",412,222.7,1.13,75,148.1,0.74,0.36,0.08,0.09,24,19
Sayf,GUILD,"raze,jett",257,222.7,1.11,69,142.7,0.79,0.19,0.18,0.12,22,8
Mikkasie,BRNV,"raze,sage,jett",442,222.7,0.96,70,148.7,0.75,0.23,0.12,0.13,20,15
hoody,G2,"kayo,sage,skye",565,222.4,1.09,73,145.1,0.77,0.33,0.13,0.10,28,15
Kamisseq,WATA,"brimstone,skye,omen",455,222.4,1.12,73,142.5,0.80,0.27,0.13,0.08,23,9
Menna,PRS,"raze,reyna,jett",220,222.3,1.23,76,141.7,0.81,0.24,0.10,0.12,16,24
gustt1nha,LOS,"kayo,sova",453,222.2,1.24,76,154.1,0.77,0.37,0.08,0.05,26,23
Adam,TeVo,"kayo,neon,astra",274,222.2,0.95,68,143.4,0.73,0.34,0.12,0.07,20,3
RetrQ,RNG,"kayo,raze,sova",628,222.2,1.08,68,146.7,0.79,0.25,0.10,0.14,26,17
blurred,NS,"raze,neon,jett",484,222.1,1.04,67,144.2,0.76,0.19,0.17,0.14,18,23
kay,SRN.P,"brimstone,skye,jett",361,222.1,1.03,73,142.2,0.78,0.19,0.15,0.13,31,3
acrian,acrian,"raze,jett",273,222.0,1.03,70,144.9,0.78,0.19,0.15,0.17,20,5
wannafly,AAA,"cypher,chamber,killjoy",470,222.0,1.24,76,148.7,0.80,0.20,0.11,0.06,24,18
LaAw,OG,"sage,astra",307,221.9,1.13,76,144.5,0.77,0.33,0.07,0.04,30,19
NakJi,MARU,chamber,391,221.9,1.17,71,148.7,0.79,0.19,0.14,0.09,24,6
pyth,BLD,"cypher,chamber,killjoy",303,221.7,1.13,74,158.4,0.80,0.22,0.09,0.05,29,11
Bones,TS,"kayo,raze,skye",831,221.7,1.06,73,141.6,0.78,0.37,0.09,0.09,23,14
sek1g,WYG,"sage,omen,astra",386,221.7,1.10,69,144.0,0.78,0.35,0.11,0.12,28,14
doma,TEN,"sage,skye,breach",350,221.7,1.14,74,148.6,0.77,0.28,0.06,0.09,27,22
Xeppaa,C9,"kayo,raze,skye",476,221.7,1.01,79,144.7,0.75,0.39,0.08,0.08,22,29
TENNN,ZETA,"raze,sage,skye",762,221.6,1.01,69,145.1,0.75,0.24,0.13,0.15,25,17
epathy,SoaR,"raze,sage,jett",409,221.6,1.07,67,136.0,0.79,0.15,0.19,0.17,25,20
Andrehs,PRS,"sova,skye,breach",264,221.5,1.06,73,151.8,0.72,0.40,0.11,0.11,22,13
NOKOCU,WATA,"chamber,reyna,jett",455,221.5,1.09,68,143.7,0.79,0.18,0.17,0.14,26,17
Bunnyhuh,Team,"raze,sage,skye",518,221.5,0.99,72,149.6,0.74,0.31,0.10,0.08,21,19
tupperware,IMT,"brimstone,viper,omen",708,221.5,1.20,77,144.6,0.75,0.36,0.12,0.08,23,7
ardiis,FPX,"jett,breach",215,221.5,1.06,67,145.3,0.79,0.16,0.18,0.17,22,5
kamyk,AM,"sage,viper,astra",786,221.4,1.21,75,145.7,0.80,0.27,0.09,0.07,31,17
Jerk,YFP,"brimstone,chamber,omen",537,221.1,1.10,72,141.2,0.78,0.24,0.12,0.08,18,12
sterben,FF,"viper,omen,astra",288,221.1,1.11,73,142.8,0.78,0.38,0.09,0.09,33,19
YaBoiDre,NYFU,"kayo,chamber,sova",477,221.0,1.11,70,142.9,0.79,0.21,0.11,0.10,29,10
dimasick,FNST,"raze,sova,viper",524,221.0,1.05,74,153.3,0.74,0.25,0.10,0.07,31,8
Less,LLL,"cypher,viper,killjoy",457,221.0,1.25,75,142.5,0.77,0.26,0.12,0.09,21,19
Linysx,GMD,"raze,jett",298,220.9,1.06,73,143.7,0.77,0.20,0.21,0.15,24,29
Oderus,NYFU,"chamber,viper,killjoy",698,220.8,1.12,71,145.1,0.78,0.26,0.11,0.11,28,15
zander,V1,"viper,omen,astra",571,220.8,1.17,78,141.9,0.85,0.40,0.11,0.08,27,21
Barcode,V1C,"sova,sage,jett",251,220.8,1.11,68,142.8,0.78,0.19,0.13,0.13,24,24
soulM8,TE,"chamber,viper,killjoy",713,220.8,1.24,71,147.5,0.79,0.23,0.07,0.05,34,20
Ange,DZ,"brimstone,viper,omen",651,220.7,1.35,77,140.7,0.78,0.39,0.05,0.04,28,20
jannyXD,RBLS,"raze,sage,jett",588,220.7,1.12,74,139.7,0.79,0.17,0.16,0.15,23,19
jakee,Team,"sova,jett,breach",715,220.7,1.03,69,146.3,0.78,0.20,0.11,0.13,29,22
Andersin,DZ,"brimstone,viper,omen",1173,220.6,1.14,74,140.0,0.76,0.44,0.08,0.09,24,23
duck,TB,"chamber,jett",446,220.6,1.05,66,145.6,0.79,0.15,0.19,0.14,28,4
Victor,OPTC,"kayo,raze,neon",885,220.5,1.06,73,141.6,0.75,0.32,0.14,0.12,22,25
karo,karo,"reyna,viper",204,220.5,1.09,73,134.9,0.75,0.31,0.10,0.13,15,
woddy,seit,"sova,skye,breach",629,220.5,1.25,76,148.1,0.78,0.27,0.07,0.04,37,17
chiwawa,XL,"cypher,sage,kayo",664,220.4,1.12,72,146.6,0.78,0.25,0.10,0.08,31,17
rain,DIG,"astra,viper,omen",556,220.4,1.12,72,141.8,0.77,0.31,0.08,0.07,23,28
nathn,nathn,"sova,jett,breach",355,220.4,1.05,71,147.7,0.77,0.24,0.08,0.10,26,15
Twirly,BRNV,"reyna,viper,jett",247,220.3,1.03,65,138.3,0.78,0.18,0.11,0.13,36,22
michaelscarn60tv,michaelscarn60tv,"kayo,raze,skye",202,220.3,0.92,66,144.9,0.73,0.38,0.08,0.08,19,6
SaucetiN,TMA,"brimstone,omen,astra",408,220.2,1.14,79,140.5,0.85,0.38,0.07,0.04,26,13
skuba,PK,"viper,omen,astra",431,220.2,1.20,75,142.5,0.79,0.22,0.09,0.09,31,10
Mute,Mute,"cypher,chamber,killjoy",382,220.1,1.05,67,144.4,0.78,0.09,0.14,0.12,30,6
DENYA,PUGS,"chamber,jett",504,220.0,1.12,73,138.3,0.78,0.17,0.17,0.15,22,11
nhapsz,LUSA,"chamber,omen,astra",274,220.0,1.04,72,143.8,0.74,0.27,0.14,0.14,17,10
Fearoth,FNC,"sova,sage,viper",393,220.0,1.13,76,148.5,0.73,0.31,0.08,0.04,20,12
Wolfen,CASE,"sova,jett",352,220.0,1.08,78,149.1,0.75,0.33,0.09,0.09,35,25
luckeRRR,[A],"raze,jett",308,219.7,1.08,65,142.0,0.74,0.17,0.18,0.13,26,5
Slag,Tagl,"brimstone,neon,jett",801,219.5,1.02,65,138.7,0.76,0.14,0.21,0.18,28,10
Pichy,GMD,"kayo,raze,killjoy",355,219.4,1.08,74,139.7,0.75,0.40,0.08,0.07,18,18
rlz,xd,"chamber,reyna,jett",302,219.4,1.10,65,137.8,0.79,0.11,0.18,0.18,29,13
KOLER,Skwi,"cypher,chamber,skye",413,219.3,1.08,69,140.7,0.77,0.15,0.16,0.12,29,8
elllement,XL,"chamber,reyna,jett",664,219.2,1.11,70,144.1,0.79,0.15,0.16,0.14,28,17
Nozz,BOBO,"raze,neon,chamber",397,219.1,1.12,74,145.8,0.75,0.29,0.08,0.11,20,21
cece,cece,"chamber,viper",324,219.1,1.08,64,140.9,0.77,0.19,0.13,0.14,29,15
Deryeon,BLD,"jett,yoru",524,219.0,0.98,69,138.1,0.74,0.19,0.16,0.16,18,25
Dobsha,EXL,"raze,jett",260,218.9,1.21,72,146.4,0.79,0.11,0.15,0.11,28,13
vong,FKS,"sage,skye,astra",553,218.9,1.20,77,143.2,0.78,0.31,0.09,0.06,34,24
ApeX,MR,"cypher,chamber,killjoy",718,218.9,1.15,71,144.3,0.80,0.12,0.12,0.10,38,9
popogachi,CR,"sova,sage",426,218.8,1.21,75,153.8,0.74,0.38,0.07,0.05,24,11
kylo,kylo,"raze,chamber,jett",254,218.8,0.99,68,138.5,0.77,0.22,0.18,0.19,23,4
LeeeeeeN,OG,"raze,skye,jett",307,218.8,0.97,69,137.8,0.76,0.15,0.19,0.17,26,25
Elysium,Elysium,"brimstone,viper,astra",488,218.7,1.15,72,138.9,0.76,0.35,0.12,0.10,27,33
Xanzus,Xanzus,"kayo,raze,breach",266,218.6,1.11,69,143.6,0.77,0.24,0.11,0.08,25,15
Near,YaLLa,"cypher,sova",264,218.4,1.04,73,141.0,0.73,0.34,0.08,0.05,25,18
curry,T1,"kayo,raze,reyna",629,218.3,1.14,76,140.6,0.75,0.35,0.09,0.08,22,9
supermonkey,BAL,"chamber,jett",426,218.2,1.01,67,138.0,0.78,0.15,0.18,0.12,27,11
hellff,VLT,"cypher,sage,astra",461,218.2,1.18,70,134.3,0.78,0.25,0.10,0.08,26,19
cavern,LT,"kayo,chamber,sova",304,218.1,1.03,75,141.2,0.71,0.39,0.07,0.07,20,15
kxtieoh,AIM,"brimstone,sova",551,217.7,1.17,76,145.4,0.75,0.37,0.05,0.08,16,21
tyfoon,tyfoon,"brimstone,sova,skye",322,217.7,1.00,76,148.8,0.72,0.32,0.06,0.06,17,2
wzL,Vamm,"raze,sova,skye",241,217.7,1.08,76,144.1,0.74,0.24,0.08,0.07,27,4
gobera,gobera,"chamber,skye,jett",279,217.7,1.01,67,145.4,0.75,0.20,0.16,0.16,20,8
artzin,artzin,"sova,viper,killjoy",296,217.6,0.99,70,150.5,0.73,0.31,0.06,0.06,25,11
SugarZ3ro,ZETA,"viper,astra",762,217.4,1.20,76,141.9,0.79,0.36,0.06,0.07,29,22
qxv,owna,"cypher,chamber,killjoy",289,217.4,1.18,69,141.8,0.79,0.10,0.12,0.09,31,28
Governor,COL,"sova,skye,jett",1034,217.4,0.97,71,145.9,0.71,0.29,0.11,0.11,24,22
gaabxx,SHK,"raze,jett",267,217.3,0.99,69,139.6,0.73,0.18,0.22,0.21,24,
tokyo,ZMM.S,"chamber,killjoy",424,217.3,1.15,67,138.7,0.82,0.09,0.14,0.10,22,16
VARES,BTS,"viper,killjoy",393,217.2,1.28,78,141.9,0.78,0.21,0.10,0.07,25,25
Hitch,NOM,"sova,breach",284,217.0,1.03,74,146.3,0.71,0.33,0.09,0.06,17,15
xZe,NKT,jett,210,217.0,1.09,65,143.3,0.80,0.11,0.15,0.15,41,14
Stay,Stay,"raze,jett",235,217.0,0.86,63,141.5,0.71,0.20,0.15,0.17,21,6
chrollo,XPL,"chamber,viper,astra",417,217.0,1.18,73,134.9,0.78,0.35,0.11,0.08,23,21
c4Lypso,Clan,"chamber,viper",347,216.9,1.21,71,140.3,0.80,0.14,0.14,0.09,35,12
Sacy,LLL,"sova,breach",457,216.8,1.25,77,149.8,0.75,0.39,0.08,0.02,29,21
tatzuki,Diam,"kayo,jett",251,216.8,0.97,65,144.7,0.77,0.17,0.20,0.21,26,14
isaa,boa,"chamber,jett,astra",312,216.8,1.05,65,136.3,0.79,0.15,0.16,0.13,29,14
TTyke,TTyke,jett,289,216.7,1.06,64,143.7,0.80,0.12,0.12,0.20,26,18
Kaoticcc,C4,"sova,jett",437,216.7,1.05,68,140.2,0.78,0.17,0.14,0.17,21,21
lauress,FF,"sova,sage,killjoy",270,216.5,1.27,77,145.8,0.79,0.28,0.07,0.09,31,16
Karra,VX,"sage,skye,breach",403,216.5,1.17,75,137.7,0.77,0.28,0.11,0.11,26,11
Palla,puGG,"kayo,chamber,jett",500,216.5,0.93,68,142.7,0.72,0.35,0.14,0.15,24,19
trexx,GUILD,"cypher,chamber,kayo",257,216.5,1.03,70,141.1,0.72,0.32,0.10,0.09,22,17
sheydos,M3C,"sova,skye,breach",286,216.5,1.52,77,139.0,0.83,0.21,0.08,0.05,27,12
Mixwell,G2,"chamber,jett",565,216.4,1.07,71,139.6,0.77,0.20,0.15,0.11,21,18
krea6on,TUN,"brimstone,breach,astra",341,216.4,1.11,68,141.8,0.79,0.23,0.09,0.11,25,17
chloe,MSF,"raze,chamber,jett",312,216.4,0.97,67,138.8,0.73,0.19,0.13,0.13,19,23
fiziq,SoaR,"sova,viper",409,216.3,1.15,74,143.8,0.75,0.32,0.09,0.09,27,27
Siduzord,Siduzord,"kayo,sova,skye",322,216.3,1.18,78,144.8,0.75,0.36,0.06,0.07,20,17
Bawn,Team,"chamber,sova,jett",560,216.3,1.00,67,147.1,0.77,0.24,0.13,0.13,23,24
bew,Skwi,"brimstone,viper,omen",250,216.3,1.08,71,140.5,0.72,0.36,0.09,0.09,28,21
Moh,FAL,"reyna,omen,astra",582,216.2,1.14,73,140.4,0.77,0.32,0.08,0.09,30,13
Chateraise,HZE,"kayo,chamber,killjoy",408,216.2,1.14,75,139.7,0.74,0.33,0.12,0.08,16,19
XXiF,PK,"kayo,raze,sage",585,216.2,1.16,73,140.0,0.76,0.30,0.13,0.09,24,17
NicoleG,NicoleG,"chamber,sage,killjoy",544,216.1,1.10,70,144.2,0.74,0.20,0.15,0.11,25,8
sacred,LT,"cypher,viper,killjoy",300,216.1,1.01,69,135.4,0.78,0.22,0.14,0.12,28,22
Soul,IluZ,jett,505,216.1,0.93,62,134.0,0.75,0.14,0.22,0.22,28,7
snxper,VRT,"kayo,sage,skye",404,216.0,1.10,73,141.8,0.74,0.39,0.09,0.08,28,24
endure,TMA,"raze,chamber,jett",344,215.9,0.97,73,136.0,0.80,0.19,0.19,0.17,19,14
geeza,C9A,"chamber,sage",233,215.8,1.09,68,140.8,0.76,0.13,0.12,0.10,33,11
Bobovo,Bobovo,"cypher,chamber,skye",913,215.8,0.95,70,139.1,0.74,0.27,0.16,0.13,21,12
isafx,TBK,"raze,jett",332,215.5,0.98,64,134.4,0.76,0.14,0.17,0.18,21,25
Nothin,Nothin,chamber,245,215.5,0.96,64,140.9,0.76,0.13,0.11,0.16,31,8
Zyppan,FPX,"kayo,raze,reyna",341,215.5,1.04,72,145.4,0.75,0.39,0.11,0.13,27,36
Fatmarino,Fatmarino,"brimstone,sova,kayo",511,215.2,1.13,73,145.0,0.76,0.28,0.05,0.05,26,6
Menace,BA,"raze,chamber,jett",213,215.1,0.90,65,136.1,0.70,0.21,0.15,0.26,13,9
clawdia,CLG,"chamber,sova,viper",580,215.0,1.17,74,141.8,0.75,0.24,0.12,0.08,27,16
murii,WAVE,"kayo,sage,jett",401,215.0,1.07,73,137.3,0.77,0.27,0.12,0.13,32,14
zhar,E,"kayo,viper,astra",371,215.0,1.10,73,138.2,0.75,0.36,0.07,0.08,22,11
nzr,FUR,"sova,viper,killjoy",341,214.9,1.20,77,147.0,0.75,0.26,0.05,0.05,22,18
k1Ng,DRX,"cypher,viper,killjoy",492,214.9,1.22,75,139.4,0.75,0.18,0.08,0.11,30,23
Sand,RAAD,"cypher,chamber,astra",436,214.8,1.17,74,144.2,0.78,0.21,0.10,0.08,32,17
NDG,NCG,"brimstone,viper,astra",444,214.7,1.07,72,139.2,0.74,0.32,0.09,0.07,19,12
nobody,EDG,"brimstone,sova,skye",843,214.6,1.14,75,143.5,0.72,0.32,0.07,0.06,31,12
CallMeMar,Vexo,"kayo,skye,breach",409,214.4,1.01,71,140.4,0.74,0.27,0.08,0.10,32,10
fixky,SMG,"brimstone,sova,sage",422,214.4,1.14,81,139.8,0.71,0.39,0.08,0.06,20,21
pdr,ING,"sage,skye,breach",450,214.3,1.08,66,138.7,0.75,0.26,0.10,0.10,28,12
HANN,HANN,"neon,jett",480,214.3,0.93,64,140.7,0.73,0.14,0.17,0.20,24,
Excali,Enigma,"raze,neon,breach",1036,214.2,1.04,70,137.5,0.74,0.25,0.13,0.11,25,16
FAIRY,Roul,chamber,452,214.2,1.00,67,137.5,0.78,0.15,0.15,0.12,22,14
Dep,ZETA,"sage,viper,jett",762,214.1,1.10,69,134.2,0.76,0.23,0.14,0.11,27,12
GabiT,BCG,"sage,viper,astra",371,214.1,1.22,75,133.9,0.77,0.33,0.09,0.06,21,27
paTiTek,XL,"kayo,raze,breach",664,214.1,0.99,73,135.2,0.71,0.32,0.13,0.11,22,12
Tempz,GX,"kayo,raze,reyna",761,214.1,1.04,75,141.1,0.77,0.33,0.10,0.11,26,16
leah,SLR,"raze,jett,astra",238,214.1,1.10,72,140.6,0.76,0.20,0.14,0.09,24,12
Marved,OPTC,"brimstone,viper,astra",885,214.0,1.10,74,141.5,0.75,0.36,0.10,0.06,30,21
Moe40,XL,"kayo,sova,sage",664,213.9,1.13,76,147.4,0.75,0.31,0.08,0.06,34,18
lucas,OP,"kayo,sova,sage",306,213.9,0.98,67,138.0,0.75,0.32,0.11,0.15,28,17
Naschzz,WYG,"chamber,jett",386,213.8,1.04,73,138.9,0.76,0.19,0.19,0.16,26,10
Harshhh,RGE,"kayo,sage,breach",338,213.8,1.10,76,138.0,0.73,0.44,0.09,0.06,18,13
suerte,AIM,"raze,neon,jett",613,213.7,1.00,70,141.4,0.74,0.20,0.15,0.14,22,6
HellFull,FS,"cypher,viper,killjoy",302,213.6,1.08,68,142.1,0.75,0.23,0.11,0.10,20,20
Closer,6K,"chamber,viper,killjoy",226,213.5,1.23,80,142.3,0.77,0.19,0.12,0.09,23,12
Bewd,PUGS,"chamber,sage,killjoy",385,213.4,1.16,68,140.1,0.76,0.14,0.10,0.07,25,14
Agr0,OP,"chamber,neon,jett",214,213.3,0.92,62,138.1,0.77,0.12,0.16,0.19,28,14
xiTsha,AG,"sage,omen,astra",445,213.2,1.07,72,133.5,0.74,0.31,0.08,0.08,30,18
arbie,iPon,"brimstone,viper,killjoy",295,213.0,1.04,70,146.4,0.74,0.20,0.09,0.06,25,14
Sacake,KOI,"sova,sage,astra",213,213.0,0.91,73,146.1,0.68,0.42,0.08,0.07,22,5
cxyy,WBG,"viper,omen,astra",453,213.0,0.95,70,146.3,0.74,0.29,0.10,0.10,30,21
Ginilson,Proj,"chamber,sova,skye",582,213.0,1.00,72,139.5,0.71,0.31,0.11,0.07,22,12
Dark3st,past,"sage,skye,viper",993,212.9,1.03,73,139.7,0.73,0.38,0.09,0.09,28,21
Derrek,100T,"sova,sage,breach",304,212.9,1.05,77,143.0,0.72,0.34,0.07,0.06,30,10
